"Chemical Name","Male Rat Chronic Bioassay Level of Evidence","Female Rat Chronic Bioassay Level of Evidence","Male Mouse Chronic Bioassay Level of Evidence","Female Mouse Chronic Bioassay Level of Evidence","Male Hamster Chronic Bioassay Level of Evidence","Female Hamster Chronic Bioassay Level of Evidence","Male Fish Chronic Bioassay Level of Evidence","Female Fish Chronic Bioassay Level of Evidence","Multiple Level of Evidence Conclusion? T/F","Bacterial Mutagenicity Conclusion","Male Rat Micronucleus Conclusion","Female Rat Micronucleus Conclusion","Male Mouse Micronucleus Conclusion","Female Mouse Micronucleus Conclusion","In Vitro Micronucleus Conclusion","Male Rat Comet Assay Conclusion","Female Rat Comet Assay Conclusion","Male Mouse Comet Assay Conclusion","Female Mouse Comet Assay Conclusion","NTP Publication Number",DTXSID,CASRN
"3-Nitro-a,a,a-trifluorotoluene",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=98-46-4)",,,,,,,,,,,DTXSID9025794," 98-46-4 ( https://cebs.niehs.nih.gov/cebs/test_article/98-46-4)"
3-Oxobutanamide,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=5977-14-0)",,,Negative,,,,,,,,DTXSID1040164," 5977-14-0 ( https://cebs.niehs.nih.gov/cebs/test_article/5977-14-0)"
3-Pentenenitrile,,,,,,,,,,"Weakly Positive; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=4635-87-4)",,,,,,,,,,,DTXSID1025851," 4635-87-4 ( https://cebs.niehs.nih.gov/cebs/test_article/4635-87-4)"
3-Propylidenephthalide,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=17369-59-4)",,,,,,,,,,,DTXSID7025972," 17369-59-4 ( https://cebs.niehs.nih.gov/cebs/test_article/17369-59-4)"
"3TC (AIDS initiative)",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=134678-17-4)",,,,,,,,,,,DTXSID7023194," 134678-17-4 ( https://cebs.niehs.nih.gov/cebs/test_article/134678-17-4)"
"4',7-Dihydroxyisoflavone",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=486-66-8)",,,,,,,,,,,DTXSID9022310," 486-66-8 ( https://cebs.niehs.nih.gov/cebs/test_article/486-66-8)"
"4,4'-Diamino-2,2'-stilbenedisulfonic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=81-11-8)",,,,,,,,,,,DTXSID5024926," 81-11-8 ( https://cebs.niehs.nih.gov/cebs/test_article/81-11-8)"
"4,4'-Diaminodicyclohexylmethane",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1761-71-3)",,,,,,,,,,,DTXSID0024921," 1761-71-3 ( https://cebs.niehs.nih.gov/cebs/test_article/1761-71-3)"
"4,4'-Dimethoxydiphenylamine",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=101-70-2)",,,,,,,,,,,DTXSID3025093," 101-70-2 ( https://cebs.niehs.nih.gov/cebs/test_article/101-70-2)"
"4,4'-Dioctyldiphenylamine",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=101-67-7)",,,,,,,,,,,DTXSID3025170," 101-67-7 ( https://cebs.niehs.nih.gov/cebs/test_article/101-67-7)"
"4,4'-Diphenylmethane diisocyanate",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=101-68-8)",,,,,,,,,,,DTXSID7025180," 101-68-8 ( https://cebs.niehs.nih.gov/cebs/test_article/101-68-8)"
"4,4'-Methylenebis(2-chloroaniline)",,,,,,,,,,"Weakly Positive; Positive; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=101-14-4)",,,,,,,,,,,DTXSID5020865," 101-14-4 ( https://cebs.niehs.nih.gov/cebs/test_article/101-14-4)"
"4,4,4-Trichloro-1,2-epoxybutane",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=3083-25-8)",,,,,,,,,,,DTXSID8025250," 3083-25-8 ( https://cebs.niehs.nih.gov/cebs/test_article/3083-25-8)"
"4,6-Dinitro-o-cresol",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=534-52-1)",,,,,,,,,,,DTXSID1022053," 534-52-1 ( https://cebs.niehs.nih.gov/cebs/test_article/534-52-1)"
"4,7,10-Trioxatridecane-1,13-diamine",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=4246-51-9)",,,,,,,,,,,DTXSID6044565," 4246-51-9 ( https://cebs.niehs.nih.gov/cebs/test_article/4246-51-9)"
"4-(2,4-Dinitroanilino)phenol",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=119-15-3)",,,,,,,,,,,DTXSID4025161," 119-15-3 ( https://cebs.niehs.nih.gov/cebs/test_article/119-15-3)"
4-(2-Naphthylamino)phenol,,,,,,,,,,"Negative; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=93-45-8)",,,,,,,,,,,DTXSID8025701," 93-45-8 ( https://cebs.niehs.nih.gov/cebs/test_article/93-45-8)"
4-(6-Methyl-2-benzothiazolyl)-benzenamine,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=92-36-4)",,,,,,,,,,,DTXSID5024502," 92-36-4 ( https://cebs.niehs.nih.gov/cebs/test_article/92-36-4)"
4-(Hexyloxy)phenol,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=18979-55-0)",,,,,Positive,,,,,,DTXSID4048195," 18979-55-0 ( https://cebs.niehs.nih.gov/cebs/test_article/18979-55-0)"
4-(N-Nitroso-N-methylamino)-1-(3-pyridyl)-1-butanone,,,,,,,,,," ()",,,Negative,,,,,,,,DTXSID3020881," 64091-91-4 ( https://cebs.niehs.nih.gov/cebs/test_article/64091-91-4)"
"4-Acetyl pyridine",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1122-54-9)",,,,,,,,,,,DTXSID0022147," 1122-54-9 ( https://cebs.niehs.nih.gov/cebs/test_article/1122-54-9)"
4-Amino-4'-hydroxy-3-methyl-diphenylamine,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=6219-89-2)",,,,,,,,,,,DTXSID9024483," 6219-89-2 ( https://cebs.niehs.nih.gov/cebs/test_article/6219-89-2)"
"4-Aminobenzenesulfonic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=121-57-3)",,,,,,,,,,,DTXSID6024464," 121-57-3 ( https://cebs.niehs.nih.gov/cebs/test_article/121-57-3)"
4-Biphenylamine,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=92-67-1)",,,Positive,,,,,,,,DTXSID5020071," 92-67-1 ( https://cebs.niehs.nih.gov/cebs/test_article/92-67-1)"
4-Bromobiphenyl,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=92-66-0)",,,,,,,,,,,DTXSID4024640," 92-66-0 ( https://cebs.niehs.nih.gov/cebs/test_article/92-66-0)"
4-Butyloxybenzal-4'-ethylaniline,,,,,,,,,,"Weakly Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=29743-15-5)",,,,,,,,,,,DTXSID4024698," 29743-15-5 ( https://cebs.niehs.nih.gov/cebs/test_article/29743-15-5)"
4-Chloro-2-nitroaniline,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=89-63-4)",,,,,,,,,,,DTXSID4030384," 89-63-4 ( https://cebs.niehs.nih.gov/cebs/test_article/89-63-4)"
"4-Chloro-3,5-dinitro-a,a,a-trifluorotoluene",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=393-75-9)",,,,,,,,,,,DTXSID8024781," 393-75-9 ( https://cebs.niehs.nih.gov/cebs/test_article/393-75-9)"
"4-Chloro-3-nitro-a,a,a-trifluorotoluene",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=121-17-5)",,,,,,,,,,,DTXSID2024799," 121-17-5 ( https://cebs.niehs.nih.gov/cebs/test_article/121-17-5)"
4-Chloro-m-cresol,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=59-50-7)",,,,,,,,,,,DTXSID4021717," 59-50-7 ( https://cebs.niehs.nih.gov/cebs/test_article/59-50-7)"
4-Chloro-o-cresol,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1570-64-5)",,,,,,,,,,,DTXSID5022510," 1570-64-5 ( https://cebs.niehs.nih.gov/cebs/test_article/1570-64-5)"
4-Chlorobenzaldehyde,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=104-88-1)",,,,,,,,,,,DTXSID2021860," 104-88-1 ( https://cebs.niehs.nih.gov/cebs/test_article/104-88-1)"
"4-Chlorobenzenesulphinic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=100-03-8)",,,,,,,,,,,DTXSID5024768," 100-03-8 ( https://cebs.niehs.nih.gov/cebs/test_article/100-03-8)"
4-Chloronitrobenzene,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=100-00-5)",,,,,,,,,,,DTXSID5020281," 100-00-5 ( https://cebs.niehs.nih.gov/cebs/test_article/100-00-5)"
4-Dimethylaminoantipyrine,,,,,,,,,,"Weakly Positive; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=58-15-1)",,,,,,,,,,,DTXSID7020504," 58-15-1 ( https://cebs.niehs.nih.gov/cebs/test_article/58-15-1)"
4-Dimethylaminoazobenzene,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=60-11-7)",,,,,,,,,,,DTXSID5020491," 60-11-7 ( https://cebs.niehs.nih.gov/cebs/test_article/60-11-7)"
4-Ethylaniline,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=589-16-2)",,,,,,,,,,,DTXSID0022066," 589-16-2 ( https://cebs.niehs.nih.gov/cebs/test_article/589-16-2)"
4-Fluoro-dl-phenylalanine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=51-65-0)",,,,,,,,,,,DTXSID3025332," 51-65-0 ( https://cebs.niehs.nih.gov/cebs/test_article/51-65-0)"
"4-Hydroxypyrazolo[3,4-d]pyrimidine",,,,,,,,,,"Weakly Positive; Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=315-30-0)",,,,,,,,,,,DTXSID4022573," 315-30-0 ( https://cebs.niehs.nih.gov/cebs/test_article/315-30-0)"
4-Methoxy-3-nitro-N-phenylbenzamide,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=97-32-5)",,,,,,,,,,,DTXSID7025558," 97-32-5 ( https://cebs.niehs.nih.gov/cebs/test_article/97-32-5)"
"4-Methoxybenzilidine-4'-N-butylaniline (MBBA)",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=26227-73-6)",,,,,,,,,,,DTXSID8025549," 26227-73-6 ( https://cebs.niehs.nih.gov/cebs/test_article/26227-73-6)"
4-Methoxymethylcyclohexylmethanol,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=98955-27-2)",,,,,,,,,,,DTXSID4072990," 98955-27-2 ( https://cebs.niehs.nih.gov/cebs/test_article/98955-27-2)"
4-Methyl-2-nitroaniline,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=89-62-3)",,,,,,,,,,,DTXSID2025632," 89-62-3 ( https://cebs.niehs.nih.gov/cebs/test_article/89-62-3)"
4-Methyl-3-nitroaniline,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=119-32-4)",,,,,,,,,,,DTXSID7025633," 119-32-4 ( https://cebs.niehs.nih.gov/cebs/test_article/119-32-4)"
"4-Methyl-3-nitrobenzoic acid",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=96-98-0)",,,,,,,,,,,DTXSID6025642," 96-98-0 ( https://cebs.niehs.nih.gov/cebs/test_article/96-98-0)"
4-Methyl-4-methoxy-2-pentanone,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=107-70-0)",,,,,,,,,,,DTXSID2025557," 107-70-0 ( https://cebs.niehs.nih.gov/cebs/test_article/107-70-0)"
"4-Methylcyclohexanemethanol (MCHM)",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=34885-03-5)",Negative,,,,,,,,,,DTXSID9041813," 34885-03-5 ( https://cebs.niehs.nih.gov/cebs/test_article/34885-03-5)"
4-Methylpyridine,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=108-89-4)",,,,,,,,,,,DTXSID4021892," 108-89-4 ( https://cebs.niehs.nih.gov/cebs/test_article/108-89-4)"
4-Methylthiazole,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=693-95-8)",,,,,,,,,,,DTXSID5027300," 693-95-8 ( https://cebs.niehs.nih.gov/cebs/test_article/693-95-8)"
"4-Nitro-1,3-benzenediamine",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=5131-58-8)",,,,,,,,,,,DTXSID1025770," 5131-58-8 ( https://cebs.niehs.nih.gov/cebs/test_article/5131-58-8)"
"4-Nitrophthalic anhydride",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=5466-84-2)",,,,,,,,,,,DTXSID6025775," 5466-84-2 ( https://cebs.niehs.nih.gov/cebs/test_article/5466-84-2)"
4-Nitrophthalimide,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=89-40-7)",,,,,,,,,,,DTXSID1025776," 89-40-7 ( https://cebs.niehs.nih.gov/cebs/test_article/89-40-7)"
4-Nitrosophenol,,,,,,,,,,"Weakly Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=104-91-6)",,,,,,,,,,,DTXSID0025991," 104-91-6 ( https://cebs.niehs.nih.gov/cebs/test_article/104-91-6)"
4-Pentenenitrile,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=592-51-8)",,,,,,,,,,,DTXSID0027228," 592-51-8 ( https://cebs.niehs.nih.gov/cebs/test_article/592-51-8)"
4-n-Hexyl-4'-cyanobiphenyl,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=41122-70-7)",,,,,,,,,,,DTXSID4025404," 41122-70-7 ( https://cebs.niehs.nih.gov/cebs/test_article/41122-70-7)"
"5,6-Benzoflavone",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=6051-87-2)",,,,,,,,,,,DTXSID8030423," 6051-87-2 ( https://cebs.niehs.nih.gov/cebs/test_article/6051-87-2)"
"5,6-Dichloro-2-benzothiazolamine",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=24072-75-1)",,,Negative,Negative,,,,,,,DTXSID5024477," 24072-75-1 ( https://cebs.niehs.nih.gov/cebs/test_article/24072-75-1)"
"5,7-Dihydroxy-4-methylcoumarin",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=2107-76-8)",,,,,,,,,,,DTXSID0025078," 2107-76-8 ( https://cebs.niehs.nih.gov/cebs/test_article/2107-76-8)"
"5-(4-Nitrophenyl)-2,4-pentadien-1-al (NPPD)",,,,,,,,,," ()",,,,Positive,,,,,,,DTXSID6025773," 2608-48-2 ( https://cebs.niehs.nih.gov/cebs/test_article/2608-48-2)"
"5-Amino-3-sulfosalicylic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=6201-87-2)",,,,,,,,,,,DTXSID0024507," 6201-87-2 ( https://cebs.niehs.nih.gov/cebs/test_article/6201-87-2)"
5-Amino-o-cresol,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=2835-95-2)",,,Negative,Negative,,,,,,,DTXSID9024489," 2835-95-2 ( https://cebs.niehs.nih.gov/cebs/test_article/2835-95-2)"
"5-Aminosalicylic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=89-57-6)",,,Negative,,,,,,,,DTXSID5024506," 89-57-6 ( https://cebs.niehs.nih.gov/cebs/test_article/89-57-6)"
5-Chloro-2-methyl-1H-benzimidazole,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=2818-69-1)",,,,,,,,,,,DTXSID8024787," 2818-69-1 ( https://cebs.niehs.nih.gov/cebs/test_article/2818-69-1)"
"5-Diethylamino-2-nitrosophenol hydrochloride",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=25953-06-4)",,,,,,,,,,,DTXSID4025036," 25953-06-4 ( https://cebs.niehs.nih.gov/cebs/test_article/25953-06-4)"
5-Fluorouracil,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=51-21-8)",,,,,,,,,,,DTXSID2020634," 51-21-8 ( https://cebs.niehs.nih.gov/cebs/test_article/51-21-8)"
5-Methoxypsoralen,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=484-20-8)",,,Negative,,,,,,,,DTXSID1025560," 484-20-8 ( https://cebs.niehs.nih.gov/cebs/test_article/484-20-8)"
5-Methyl-2-nitroaniline,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=578-46-1)",,,,,,,,,,,DTXSID2025634," 578-46-1 ( https://cebs.niehs.nih.gov/cebs/test_article/578-46-1)"
"5-Methyl-2-nitrobenzoic acid",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=3113-72-2)",,,,,,,,,,,DTXSID1025643," 3113-72-2 ( https://cebs.niehs.nih.gov/cebs/test_article/3113-72-2)"
5-Methyl-2-thiouracil,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=636-26-0)",,,,,,,,,,,DTXSID9025665," 636-26-0 ( https://cebs.niehs.nih.gov/cebs/test_article/636-26-0)"
"5-Sulfoanthranilic acid",,,,,,,,,,"Negative; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=3577-63-7)",,,,,,,,,,,DTXSID2026070," 3577-63-7 ( https://cebs.niehs.nih.gov/cebs/test_article/3577-63-7)"
"6-Amino-4-chloro-1-phenol-2-sulfonic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=88-23-3)",,,,,,,,,,,DTXSID0024474," 88-23-3 ( https://cebs.niehs.nih.gov/cebs/test_article/88-23-3)"
"6-Amino-4-nitro-1-phenol-2-sulfonic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=96-67-3)",,,,,,,,,,,DTXSID3024495," 96-67-3 ( https://cebs.niehs.nih.gov/cebs/test_article/96-67-3)"
6-Hydroxy-4(1H)-pyrimidinone,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1193-24-4)",,,,,,,,,,,DTXSID6025434," 1193-24-4 ( https://cebs.niehs.nih.gov/cebs/test_article/1193-24-4)"
"6-Mercaptopurine monohydrate",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=6112-76-1)",,,,,,,,,,,DTXSID9025538," 6112-76-1 ( https://cebs.niehs.nih.gov/cebs/test_article/6112-76-1)"
6-Methoxy-2-benzothiazolamine,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1747-60-0)",,,Negative,Positive,,,,,,,DTXSID9024485," 1747-60-0 ( https://cebs.niehs.nih.gov/cebs/test_article/1747-60-0)"
6-Methyl-2-thiouracil,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=56-04-2)",,,,,,,,,,,DTXSID2020890," 56-04-2 ( https://cebs.niehs.nih.gov/cebs/test_article/56-04-2)"
6-Methylquinoline,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=91-62-3)",,,,,,,,,,,DTXSID3020887," 91-62-3 ( https://cebs.niehs.nih.gov/cebs/test_article/91-62-3)"
6-Nitrophthalhydrazide,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=3682-19-7)",,,,,,,,,,,DTXSID1025774," 3682-19-7 ( https://cebs.niehs.nih.gov/cebs/test_article/3682-19-7)"
6-Propyl-2-thiouracil,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=51-52-5)",,,,,,,,,,,DTXSID5021209," 51-52-5 ( https://cebs.niehs.nih.gov/cebs/test_article/51-52-5)"
"6-Thioguanine (6-TG)",,,,,,,,,,"Positive; Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=154-42-7)",,,Positive,,,,,,,,DTXSID6023652," 154-42-7 ( https://cebs.niehs.nih.gov/cebs/test_article/154-42-7)"
"7,12-Dimethylbenzanthracene",,,,,,,,,," ()",,,Positive,,,,,,,,DTXSID1020510," 57-97-6 ( https://cebs.niehs.nih.gov/cebs/test_article/57-97-6)"
"7-(2H-Naphtho[1,2-d]triazol-2-yl)-3-phenylcoumarin",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=3333-62-8)",,,,,,,,,,,DTXSID6025698," 3333-62-8 ( https://cebs.niehs.nih.gov/cebs/test_article/3333-62-8)"
7-Diethylamino-4-methylcoumarin,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=91-44-1)",,,,,,,,,,,DTXSID9025035," 91-44-1 ( https://cebs.niehs.nih.gov/cebs/test_article/91-44-1)"
7-Methylquinoline,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=612-60-2)",,,,,,,,,,,DTXSID5025657," 612-60-2 ( https://cebs.niehs.nih.gov/cebs/test_article/612-60-2)"
"8-Hydroxy-5,7-dinitro-2-naphthalenesulfonic acid (8CI)(9CI)",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=483-84-1)",,,,,,,,,,,DTXSID4025167," 483-84-1 ( https://cebs.niehs.nih.gov/cebs/test_article/483-84-1)"
"8-Hydroxyquinoline sulfate",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=134-31-6)",,,,,,,,,,,DTXSID6025436," 134-31-6 ( https://cebs.niehs.nih.gov/cebs/test_article/134-31-6)"
8-Methylquinoline,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=611-32-5)",,,,,,,,,,,DTXSID8020888," 611-32-5 ( https://cebs.niehs.nih.gov/cebs/test_article/611-32-5)"
"9,10-Epoxyoctadecanoic acid, 2-ethylhexyl ester",,,,,,,,,,"Negative; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=141-38-8)",,,,,,,,,,,DTXSID9025247," 141-38-8 ( https://cebs.niehs.nih.gov/cebs/test_article/141-38-8)"
"9-Aminoacridine, monohydrochloride, monohydrate",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=52417-22-8)",,,,,,,,,,,DTXSID7024457," 52417-22-8 ( https://cebs.niehs.nih.gov/cebs/test_article/52417-22-8)"
9-Nitroanthracene,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=602-60-8)",,,,,,,,,,,DTXSID5025730," 602-60-8 ( https://cebs.niehs.nih.gov/cebs/test_article/602-60-8)"
AF-2,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=3688-53-7)",,,,,,,,,,,DTXSID9020033," 3688-53-7 ( https://cebs.niehs.nih.gov/cebs/test_article/3688-53-7)"
"AZT+3TC combination",,,,,,,,,," ()",,,"Positive; Negative",,,,,,,,," AZT3TCCOMBO ( https://cebs.niehs.nih.gov/cebs/test_article/AZT3TCCOMBO)"
"AZT/3TC/NLFR combination",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=AIDSNLFRCOMB)",,,,,,,,,,,DTXSID7030777," AIDSNLFRCOMB ( https://cebs.niehs.nih.gov/cebs/test_article/AIDSNLFRCOMB)"
"Abscisic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=14375-45-2)",,,,,,,,,,,DTXSID0036766," 14375-45-2 ( https://cebs.niehs.nih.gov/cebs/test_article/14375-45-2)"
Acenaphthene,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=83-32-9)",,,,,,,,,,,DTXSID3021774," 83-32-9 ( https://cebs.niehs.nih.gov/cebs/test_article/83-32-9)"
"Acesulfame potassium",,,,,,,,,," ()",,,"Positive; Negative",Negative,,,,,,,DTXSID1030606," 55589-62-3 ( https://cebs.niehs.nih.gov/cebs/test_article/55589-62-3)"
Acetal,,,,,,,,,,"Positive; Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=105-57-7)",,,,,,,,,,,DTXSID6030607," 105-57-7 ( https://cebs.niehs.nih.gov/cebs/test_article/105-57-7)"
Acetaldehyde,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=75-07-0)",,,,,,,,,,,DTXSID5039224," 75-07-0 ( https://cebs.niehs.nih.gov/cebs/test_article/75-07-0)"
"Acetaldehyde oxime",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=107-29-9)",,,,,,,,,,,DTXSID2020004," 107-29-9 ( https://cebs.niehs.nih.gov/cebs/test_article/107-29-9)"
Acetamide,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=60-35-5)",,,,,,,,,,,DTXSID7020005," 60-35-5 ( https://cebs.niehs.nih.gov/cebs/test_article/60-35-5)"
Acetanilide,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=103-84-4)",,,,,,,,,,,DTXSID2022543," 103-84-4 ( https://cebs.niehs.nih.gov/cebs/test_article/103-84-4)"
"Acetic acid",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=64-19-7)",,,,,,,,,,,DTXSID5024394," 64-19-7 ( https://cebs.niehs.nih.gov/cebs/test_article/64-19-7)"
"Acetic anhydride",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=108-24-7)",,,,,,,,,,,DTXSID0024395," 108-24-7 ( https://cebs.niehs.nih.gov/cebs/test_article/108-24-7)"
Acetin,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=26446-35-5)",,,,,,,,,,,DTXSID5024396," 26446-35-5 ( https://cebs.niehs.nih.gov/cebs/test_article/26446-35-5)"
Acetoacetanilide,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=102-01-2)",,,,,,,,,,,DTXSID0024397," 102-01-2 ( https://cebs.niehs.nih.gov/cebs/test_article/102-01-2)"
Acetochlor,,,,,,,,,," ()",,,,,,Negative,,,,,DTXSID8023848," 34256-82-1 ( https://cebs.niehs.nih.gov/cebs/test_article/34256-82-1)"
