"Publication No."	"Publication Title"	"CASRN"	"Test Article Name"	"Test Article No."	"Testing Status URL"	"Study No."	"Species"	"Sex"	"Route"	"Exposure"	"Organ"	"Level of Evidence"	"Tumor Type/Incidence"	"Finding Type"	"Lab"	"Peer Review Date"	"Description"
"5694-00-8"	"R&M: 0, 0.0875, 0.175, 0.35, OR 0.70 MM"	"Oral Cavity"	"TR-588"	"Oral mucosa: squamous cell papilloma 1/48 1/48 2/48 0/48 4/48 squamous cell carcinoma 0/48 0/48 0/48 1/48 2/48"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"National Center for Toxicological Research"	"10/29/2013"	"Toxicology and Carcinogenesis Studies of Glycidamide (CASRN 5694-00-8) in F344/N Nctr Rats and B6C3F1/Nctr Mice (Drinking Water Studies)"	"Neoplastic Lesions"	"C20314"	"Glycidamide"	"M930003"	"http://ntp.niehs.nih.gov/go/ts-m930003"	"Metabolite of acrylamide.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"5694-00-8"	"R&M: 0, 0.0875, 0.175, 0.35, OR 0.70 MM"	"Oral Cavity"	"TR-588"	"Oral mucosa: squamous cell papilloma 1/48 1/48 0/48 2/47 3/48 squamous cell carcinoma 1/48 0/48 1/48 1/47 0/48"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"National Center for Toxicological Research"	"10/29/2013"	"Toxicology and Carcinogenesis Studies of Glycidamide (CASRN 5694-00-8) in F344/N Nctr Rats and B6C3F1/Nctr Mice (Drinking Water Studies)"	"Neoplastic Lesions"	"C20314"	"Glycidamide"	"M930003"	"http://ntp.niehs.nih.gov/go/ts-m930003"	"Metabolite of acrylamide.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"5694-00-8"	"R&M: 0, 0.0875, 0.175, 0.35, OR 0.70 MM"	"Oral Cavity"	"TR-588"	"Tongue: squamous cell papilloma 0/48 1/48 0/48 1/47 4/48"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"National Center for Toxicological Research"	"10/29/2013"	"Toxicology and Carcinogenesis Studies of Glycidamide (CASRN 5694-00-8) in F344/N Nctr Rats and B6C3F1/Nctr Mice (Drinking Water Studies)"	"Neoplastic Lesions"	"C20314"	"Glycidamide"	"M930003"	"http://ntp.niehs.nih.gov/go/ts-m930003"	"Metabolite of acrylamide.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"5694-00-8"	"R&M: 0, 0.0875, 0.175, 0.35, OR 0.70 MM"	"Oral Cavity"	"TR-588"	"Oral mucosa or tongue: squamous cell papilloma or carcinoma 2/48 2/48 2/48 3/47 7/48"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"National Center for Toxicological Research"	"10/29/2013"	"Toxicology and Carcinogenesis Studies of Glycidamide (CASRN 5694-00-8) in F344/N Nctr Rats and B6C3F1/Nctr Mice (Drinking Water Studies)"	"Neoplastic Lesions"	"C20314"	"Glycidamide"	"M930003"	"http://ntp.niehs.nih.gov/go/ts-m930003"	"Metabolite of acrylamide.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"5694-00-8"	"R&M: 0, 0.0875, 0.175, 0.35, OR 0.70 MM"	"Ovary"	"TR-588"	"granulosa cell tumor – benign or malignant 0/45 0/47 0/47 3/46 3/44"	"Clear Evidence"	"Female"	"Dosed-Water"	"Mice"	"National Center for Toxicological Research"	"10/29/2013"	"Toxicology and Carcinogenesis Studies of Glycidamide (CASRN 5694-00-8) in F344/N Nctr Rats and B6C3F1/Nctr Mice (Drinking Water Studies)"	"May Have Been Related"	"C20314"	"Glycidamide"	"M930003"	"http://ntp.niehs.nih.gov/go/ts-m930003"	"Metabolite of acrylamide.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"5694-00-8"	"R&M: 0, 0.0875, 0.175, 0.35, OR 0.70 MM"	"Skin"	"TR-588"	"fibrosarcoma 0/45 1/48 2/47 2/47 9/45 sarcoma 0/45 0/48 1/47 3/47 3/45 fibrosarcoma or sarcoma 0/45 1/48 3/47 5/47 12/45"	"Clear Evidence"	"Female"	"Dosed-Water"	"Mice"	"National Center for Toxicological Research"	"10/29/2013"	"Toxicology and Carcinogenesis Studies of Glycidamide (CASRN 5694-00-8) in F344/N Nctr Rats and B6C3F1/Nctr Mice (Drinking Water Studies)"	"Neoplastic Lesions"	"C20314"	"Glycidamide"	"M930003"	"http://ntp.niehs.nih.gov/go/ts-m930003"	"Metabolite of acrylamide.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"5694-00-8"	"R&M: 0, 0.0875, 0.175, 0.35, OR 0.70 MM"	"Skin"	"TR-588"	"squamous cell papilloma 0/47 1/48 2/47 1/47 8/46 squamous cell carcinoma 0/47 0/48 0/47 0/47 2/46 squamous cell papilloma or carcinoma 0/47 1/48 2/47 1/47 9/46"	"Clear Evidence"	"Male"	"Dosed-Water"	"Mice"	"National Center for Toxicological Research"	"10/29/2013"	"Toxicology and Carcinogenesis Studies of Glycidamide (CASRN 5694-00-8) in F344/N Nctr Rats and B6C3F1/Nctr Mice (Drinking Water Studies)"	"Neoplastic Lesions"	"C20314"	"Glycidamide"	"M930003"	"http://ntp.niehs.nih.gov/go/ts-m930003"	"Metabolite of acrylamide.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"5694-00-8"	"R&M: 0, 0.0875, 0.175, 0.35, OR 0.70 MM"	"Testis"	"TR-588"	"malignant mesothelioma 0/48 1/47 3/48 6/47 13/48"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"National Center for Toxicological Research"	"10/29/2013"	"Toxicology and Carcinogenesis Studies of Glycidamide (CASRN 5694-00-8) in F344/N Nctr Rats and B6C3F1/Nctr Mice (Drinking Water Studies)"	"Neoplastic Lesions"	"C20314"	"Glycidamide"	"M930003"	"http://ntp.niehs.nih.gov/go/ts-m930003"	"Metabolite of acrylamide.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"5694-00-8"	"R&M: 0, 0.0875, 0.175, 0.35, OR 0.70 MM"	"Thyroid Gland Follicular Cell"	"TR-588"	"adenoma 0/48 3/48 3/46 1/46 5/47 follicular cell carcinoma 0/48 0/48 2/46 3/46 3/47 follicular cell adenoma or carcinoma 0/48 3/48 5/46 4/46 8/47"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"National Center for Toxicological Research"	"10/29/2013"	"Toxicology and Carcinogenesis Studies of Glycidamide (CASRN 5694-00-8) in F344/N Nctr Rats and B6C3F1/Nctr Mice (Drinking Water Studies)"	"Neoplastic Lesions"	"C20314"	"Glycidamide"	"M930003"	"http://ntp.niehs.nih.gov/go/ts-m930003"	"Metabolite of acrylamide.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"5694-00-8"	"R&M: 0, 0.0875, 0.175, 0.35, OR 0.70 MM"	"Thyroid Gland Follicular Cell"	"TR-588"	"adenoma 2/47 1/42 3/48 3/47 8/46 follicular cell carcinoma 0/47 2/42 3/48 1/47 5/46 follicular cell adenoma or carcinoma 2/47 3/42 6/48 4/47 13/46"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"National Center for Toxicological Research"	"10/29/2013"	"Toxicology and Carcinogenesis Studies of Glycidamide (CASRN 5694-00-8) in F344/N Nctr Rats and B6C3F1/Nctr Mice (Drinking Water Studies)"	"Neoplastic Lesions"	"C20314"	"Glycidamide"	"M930003"	"http://ntp.niehs.nih.gov/go/ts-m930003"	"Metabolite of acrylamide.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Brain"	"TR-374"	"GLIOMA 0/50 4/50 4/50"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Brain"	"TR-374"	"GLIOMA 0/50 5/50 6/50"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Clitoral Gland"	"TR-374"	"ADENOMA 3/50 7/50 7/50, ADENOCARCINOMA 0/50 1/50 0/50, OR CARCINOMA 2/50 1/50 5/50 COMBINED 5/50 9/50 12/50"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Epididymis"	"TR-374"	"SARCOMA 0/50 0/50 2/50"	"Equivocal Evidence"	"Male"	"Gavage"	"Mice"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"May Have Been Related"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Forestomach"	"TR-374"	"SQUAMOUS CELL PAPILLOMA 0/50 2/50 9/50 OR SQUAMOUS CELL CARCINOMA 1/50 0/50 1/50 COMBINED 1/50 2/50 10/50"	"Clear Evidence"	"Male"	"Gavage"	"Mice"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Forestomach"	"TR-374"	"SQUAMOUS CELL PAPILLOMA 0/50 4/50 8/50 OR SQUAMOUS CELL CARCINOMA 0/50 0/50 3/50 COMBINED 0/50  4/50 11/50"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Forestomach"	"TR-374"	"SQUAMOUS CELL PAPILLOMA 0/50 1/50 5/50 OR SQUAMOUS CELL CARCINOMA 1/50 1/50 2/50 COMBINED 1/50  2/50 6/50"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Glandular Stomach"	"TR-374"	"FIBROSARCOMA 0/50 0/50 2/50"	"Equivocal Evidence"	"Female"	"Gavage"	"Rats"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"May Have Been Related"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Harderian Gland"	"TR-374"	"ADENOMA 4/50 10/50 16/50 OR ADENOCARCINOMA 0/50 1/50 1/50 COMBINED 4/50 11/50 17/50"	"Clear Evidence"	"Female"	"Gavage"	"Mice"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Harderian Gland"	"TR-374"	"ADENOMA 7/50 10/50 16/50 OR ADENOCARCINOMA 1/50 2/50 7/50 COMBINED 8/50 12/50 22/50"	"Clear Evidence"	"Male"	"Gavage"	"Mice"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Hematopoietic System"	"TR-374"	"LEUKEMIA 13/50 14/50 20/50"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Kidney Tubular Cell"	"TR-374"	"ADENOMATOUS POLYP 0/50 0/50 1/50 OR ADENOCARCINOMA 0/50 1/50 3/50 COMBINED 0/50 1/50 4/50"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Liver"	"TR-374"	"ADENOMA 18/50 16/50 30/50 OR CARCINOMA 10/50 17/50 8/50 COMBINED 24/50 31/50 35/50"	"Clear Evidence"	"Male"	"Gavage"	"Mice"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Lung"	"TR-374"	"ALVEOLAR/BRONCHIOLAR ADENOMA 6/50 6/50 8/50 OR ALVEOLAR/BRONCHIOLAR CARCINOMA 7/50 5/50 14/50 COMBINED 13/50 11/50 21/50"	"Clear Evidence"	"Male"	"Gavage"	"Mice"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Mammary Gland"	"TR-374"	"ADENOMA 0/50 1/50 0/50, FIBROADENOMA 1/50 0/50 0/50, OR ADENOCARCINOMA 1/50 5/50 15/50 COMBINED 2/50 6/50 15/50"	"Clear Evidence"	"Female"	"Gavage"	"Mice"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"556-52-5"	"R: 0,38,75, M: 0,25,50 MG/KG/50 PER GROUP"	"Mammary Gland"	"TR-374"	"FIBROADENOMA 14/50 32/50 29/50; ADENOCARCINOMA 1/50 11/50 16/50"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"Papanicolaou Research Institute"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of Glycidol (CASRN 556-52-5) In F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C55549"	"Glycidol"	"10630-P"	"http://ntp.niehs.nih.gov/go/TS-10630-P"	"Viscous liquid that is used as a stabilizer in the manufacture of vinyl polymers, as an additive for oil and synthetic hydraulic fluids, and as a diluent in some epoxy resins.  Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
